id,age,gender,race,driving_experience,education,income,vehicle_ownership,vehicle_year,married,children,postal_code,vehicle_type,speeding_violations,DUIs,past_accidents,outcome,telematic_score,credit_scores,annual_mileages,monthly_mileages
312512,65+,male,majority,10-19y,university,high,True,before 2015,False,True,10238,sedan,0,0,1,False,97.15326909010507,0.6249463939906088,10000.0,833.3333333333335
67903,16-25,female,majority,0-9y,none,very low,True,before 2015,False,False,92101,sedan,0,0,0,True,33.13470071030508,0.515812809602791,15000.0,1250.0
847188,40-64,female,majority,20-29y,university,medium,True,before 2015,True,True,10238,sedan,4,1,0,False,48.20410581120825,0.4590963601154736,10000.0,833.3333333333335
243725,16-25,female,majority,0-9y,university,very low,False,before 2015,False,True,10238,sedan,0,0,0,True,19.609771273839293,0.4458145649207179,14000.0,1166.6666666666667
450086,40-64,female,majority,10-19y,high school,medium,True,before 2015,False,True,32765,sedan,2,0,0,True,61.078007107576816,0.515812809602791,10000.0,833.3333333333335
997850,26-39,female,majority,10-19y,high school,low,True,after 2015,False,False,10238,sedan,1,0,0,False,28.06832155159743,0.43568444333884404,18000.0,1500.0
927473,65+,female,majority,0-9y,university,high,True,before 2015,True,True,10238,sedan,0,0,0,False,20.69925784384268,0.6704443520719815,7000.0,583.3333333333334
232741,65+,male,minority,30y+,high school,high,True,after 2015,True,False,32765,sedan,7,1,2,False,51.6572628445979,0.6729033336097276,13000.0,1083.3333333333333
753926,26-39,female,majority,10-19y,high school,low,False,before 2015,False,False,10238,sedan,0,0,0,True,0.5505799160420821,0.62683738396433,18000.0,1500.0
125369,40-64,female,majority,10-19y,university,high,True,before 2015,True,True,10238,sedan,1,0,0,False,0.7664032649225327,0.5455841291877064,14000.0,1166.6666666666667
851148,26-39,female,majority,10-19y,none,very low,True,before 2015,False,False,32765,sedan,0,0,0,False,21.906880910185777,0.3641481700600781,15000.0,1250.0
995068,40-64,female,majority,10-19y,high school,high,True,after 2015,True,True,10238,sedan,1,0,0,False,3.6721362500821138,0.5195896708682597,12000.0,1000.0
636096,26-39,female,majority,10-19y,none,high,True,before 2015,False,True,32765,sedan,4,0,0,True,10.802575413069135,0.7283059747612598,7000.0,583.3333333333334
544712,65+,female,majority,20-29y,university,high,False,after 2015,True,True,32765,sedan,3,1,1,False,33.88606493387516,0.6205968239964096,6000.0,500.0
985586,16-25,male,majority,0-9y,high school,very low,False,before 2015,False,False,10238,sedan,0,0,0,True,80.25856795798128,0.2201137286412824,13000.0,1083.3333333333333
249454,40-64,female,majority,20-29y,none,low,True,before 2015,True,False,32765,sedan,0,0,1,False,57.20486433693009,0.5053357773673236,16000.0,1333.3333333333333
750382,16-25,male,majority,0-9y,high school,very low,False,before 2015,True,False,10238,sedan,0,0,0,True,51.26677259564164,0.4086313086464988,11697.003206900365,974.750267241697
26981,16-25,female,majority,0-9y,university,medium,True,before 2015,True,True,10238,sedan,0,0,0,True,29.348882320812173,0.5300196346155583,12000.0,1000.0
860859,65+,male,majority,30y+,high school,medium,True,before 2015,False,True,32765,sedan,10,1,5,False,93.17537194328163,0.5003602785833389,10000.0,833.3333333333335
409904,65+,female,majority,0-9y,high school,high,True,after 2015,False,True,10238,sports car,0,0,0,False,39.701504123719175,0.5585067510751159,11697.003206900365,974.750267241697
560905,26-39,female,majority,10-19y,none,very low,True,before 2015,False,True,10238,sedan,0,0,0,False,8.709276679577151,0.4503478759046066,19000.0,1583.333333333333
639208,16-25,male,majority,0-9y,none,very low,True,before 2015,True,False,10238,sedan,0,0,0,True,61.70665161178013,0.4507118935979788,10000.0,833.3333333333335
461832,16-25,male,majority,0-9y,high school,low,False,before 2015,False,True,10238,sedan,0,0,0,True,11.38383934766014,0.515812809602791,15000.0,1250.0
685981,26-39,female,majority,10-19y,high school,medium,True,before 2015,False,False,10238,sedan,0,0,1,False,34.52231428016921,0.515812809602791,13000.0,1083.3333333333333
114845,65+,female,majority,20-29y,university,high,False,before 2015,True,True,32765,sedan,5,1,0,False,50.741193871780894,0.6311921398557454,5000.0,416.66666666666674
491567,65+,female,majority,30y+,none,high,True,after 2015,False,False,10238,sedan,0,0,0,False,87.42225246851757,0.5431625565124614,16000.0,1333.3333333333333
605113,26-39,male,minority,10-19y,none,low,True,before 2015,False,False,10238,sedan,0,0,2,True,49.35465803401187,0.4201405305138809,14000.0,1166.6666666666667
613485,26-39,female,majority,10-19y,university,low,False,after 2015,True,True,32765,sedan,3,1,0,False,70.22587660316643,0.3831498666542099,11000.0,916.6666666666665
20220,40-64,female,majority,20-29y,high school,high,True,before 2015,False,True,32765,sedan,1,2,0,False,99.28168389990705,0.7791679553969678,14000.0,1166.6666666666667
601107,26-39,male,majority,10-19y,high school,low,False,before 2015,False,True,32765,sports car,0,0,2,True,13.148911989798162,0.4318023987009185,12000.0,1000.0
203166,26-39,male,majority,0-9y,university,medium,True,before 2015,False,False,10238,sedan,0,0,0,False,27.473152551951948,0.4789172761106194,14000.0,1166.6666666666667
966351,26-39,male,majority,10-19y,university,medium,True,after 2015,False,False,10238,sedan,0,1,1,False,39.45760755976464,0.4117778046909311,16000.0,1333.3333333333333
238538,40-64,female,majority,20-29y,high school,medium,False,after 2015,True,True,92101,sedan,1,1,0,True,42.182817853883144,0.5951126132753632,14000.0,1166.6666666666667
95325,26-39,male,minority,10-19y,university,medium,True,before 2015,False,False,10238,sedan,1,0,2,False,41.10210752655458,0.5084625781420464,11697.003206900365,974.750267241697
687774,26-39,female,majority,10-19y,none,very low,False,before 2015,True,False,10238,sedan,0,0,0,False,90.76110025565548,0.3550991539047511,12000.0,1000.0
801363,16-25,male,majority,0-9y,high school,very low,True,before 2015,False,False,10238,sedan,0,0,0,False,71.40326444668564,0.3268623226674747,12000.0,1000.0
897844,26-39,female,majority,10-19y,university,high,True,before 2015,False,True,10238,sedan,1,0,1,False,60.790521409070365,0.515812809602791,11000.0,916.6666666666665
539454,16-25,female,majority,0-9y,high school,medium,True,after 2015,False,False,10238,sedan,0,0,0,False,30.93727178627821,0.5702863779666819,11697.003206900365,974.750267241697
347529,26-39,male,majority,10-19y,high school,very low,False,before 2015,False,True,32765,sedan,4,0,0,False,82.37903842212947,0.426888913221868,9000.0,750.0
449629,26-39,female,minority,0-9y,none,very low,False,before 2015,True,True,10238,sedan,0,0,0,True,95.5060511484989,0.2959614920166271,9000.0,750.0
622612,16-25,male,majority,0-9y,none,low,True,before 2015,False,False,10238,sports car,0,0,0,False,82.11982825502265,0.463940368494201,18000.0,1500.0
453408,16-25,female,majority,0-9y,high school,low,False,before 2015,False,True,10238,sedan,0,0,0,True,0.15651051914729042,0.4799110570189837,11000.0,916.6666666666665
359855,65+,female,majority,30y+,university,high,True,before 2015,True,False,10238,sedan,2,0,2,False,63.6401370183407,0.6850566210543733,15000.0,1250.0
96104,26-39,male,majority,10-19y,none,very low,False,before 2015,False,False,10238,sedan,2,0,1,True,5.1135381442100725,0.1705500566934862,15000.0,1250.0
163488,16-25,female,majority,0-9y,university,very low,False,before 2015,False,False,92101,sedan,0,0,0,True,25.760722033372183,0.3710940022822425,16000.0,1333.3333333333333
826934,26-39,male,majority,10-19y,high school,medium,False,after 2015,True,True,32765,sedan,3,0,0,True,5.9524700347771695,0.4794426637305649,10000.0,833.3333333333335
66535,26-39,female,majority,10-19y,university,medium,True,after 2015,True,False,32765,sedan,3,0,0,False,60.37954529493877,0.4968750939797052,6000.0,500.0
715538,16-25,female,majority,0-9y,university,medium,False,before 2015,True,True,10238,sedan,0,0,0,False,68.65899134926067,0.428240194950307,11697.003206900365,974.750267241697
438501,16-25,female,majority,0-9y,none,very low,False,before 2015,False,False,32765,sedan,0,0,0,True,11.448763806590511,0.3915608742669389,11000.0,916.6666666666665
153771,40-64,male,majority,20-29y,university,high,False,after 2015,True,True,10238,sedan,4,0,1,False,38.38388830449795,0.4539275558254621,8000.0,666.6666666666666
586374,26-39,female,majority,0-9y,high school,medium,True,after 2015,True,False,10238,sedan,0,0,0,False,45.6236508955542,0.5710471942457584,13000.0,1083.3333333333333
139478,26-39,male,majority,10-19y,university,high,True,after 2015,True,True,10238,sedan,0,2,3,False,36.90530217609166,0.4768445211434441,9000.0,750.0
115279,65+,male,majority,20-29y,high school,high,True,after 2015,True,True,10238,sedan,0,1,2,False,12.102500048519303,0.5964914522328386,11000.0,916.6666666666665
298157,65+,female,majority,30y+,university,high,False,before 2015,True,True,32765,sedan,5,2,4,False,41.89477901874754,0.6610339717907807,8000.0,666.6666666666666
194823,40-64,female,majority,20-29y,high school,medium,False,before 2015,True,True,10238,sedan,1,1,0,False,75.11780478084181,0.6599559493185874,7000.0,583.3333333333334
466860,26-39,male,majority,10-19y,high school,medium,True,before 2015,False,True,10238,sedan,0,1,0,False,7.100766453325546,0.5656845974670317,16000.0,1333.3333333333333
896944,40-64,female,majority,20-29y,university,medium,False,before 2015,True,True,21217,sedan,0,1,1,True,8.018001408190345,0.4615614389840806,8000.0,666.6666666666666
920115,16-25,male,majority,0-9y,university,very low,False,before 2015,False,False,10238,sedan,0,0,0,True,35.47712918359842,0.3500380651478332,11697.003206900365,974.750267241697
450963,26-39,male,majority,10-19y,university,high,True,before 2015,True,True,10238,sedan,4,0,1,False,94.1725711618925,0.5592727404712611,13000.0,1083.3333333333333
143988,26-39,female,minority,10-19y,high school,medium,True,before 2015,False,False,92101,sedan,1,0,0,False,66.85726467229141,0.4460040776637941,16000.0,1333.3333333333333
209390,16-25,female,majority,0-9y,high school,low,True,before 2015,False,True,92101,sedan,0,0,0,False,67.86699566725648,0.1909109064399252,12000.0,1000.0
186796,16-25,male,minority,0-9y,university,medium,True,before 2015,False,True,10238,sedan,0,0,0,False,36.1919990837865,0.4039707635734866,12000.0,1000.0
138845,40-64,male,majority,20-29y,university,high,True,before 2015,False,False,10238,sedan,3,0,1,False,59.36607912085385,0.5391318538288697,13000.0,1083.3333333333333
85869,16-25,female,majority,0-9y,high school,medium,True,after 2015,False,False,10238,sedan,0,0,0,False,1.0131184027743378,0.5193651680400878,10000.0,833.3333333333335
598245,40-64,female,majority,10-19y,university,high,True,before 2015,True,True,10238,sedan,0,1,0,False,63.60960464095422,0.6344892138804339,13000.0,1083.3333333333333
540591,65+,female,majority,30y+,university,high,True,after 2015,False,True,92101,sedan,2,0,0,False,91.3286947576237,0.6995446355113222,15000.0,1250.0
155014,26-39,male,majority,10-19y,none,medium,False,before 2015,False,False,10238,sedan,0,0,1,False,61.25734683448193,0.5281288008928885,12000.0,1000.0
157378,40-64,female,minority,20-29y,none,low,False,before 2015,False,True,10238,sedan,0,0,0,False,87.3698593466345,0.5145932969234476,14000.0,1166.6666666666667
735199,26-39,female,majority,10-19y,university,very low,True,before 2015,False,True,10238,sedan,0,0,0,False,72.39730554660937,0.259542659940459,12000.0,1000.0
641142,65+,male,majority,0-9y,university,high,True,before 2015,True,True,10238,sedan,0,0,0,True,12.055841640369025,0.4902972048618929,8000.0,666.6666666666666
320298,26-39,male,majority,10-19y,none,low,True,before 2015,True,True,10238,sedan,1,1,4,False,90.2453307285842,0.589182573121297,8000.0,666.6666666666666
683156,26-39,male,majority,10-19y,high school,very low,True,before 2015,False,False,10238,sports car,2,0,1,False,6.644384435577487,0.3223173351774892,11697.003206900365,974.750267241697
271405,65+,male,majority,10-19y,university,high,True,before 2015,True,True,32765,sedan,1,0,0,False,53.39674725477638,0.6385769563942826,12000.0,1000.0
827716,40-64,female,majority,10-19y,university,high,True,before 2015,True,True,10238,sedan,0,0,0,False,14.213712379345765,0.4679138331530879,10000.0,833.3333333333335
802738,65+,male,majority,30y+,none,high,True,after 2015,False,True,10238,sedan,3,1,5,False,1.1706610730904066,0.4869774537170413,12000.0,1000.0
954381,16-25,female,majority,0-9y,high school,low,True,before 2015,False,True,92101,sedan,0,0,0,True,42.2034260127639,0.515812809602791,13000.0,1083.3333333333333
929575,16-25,female,majority,0-9y,high school,very low,False,before 2015,False,False,32765,sedan,0,0,0,True,29.504070765415626,0.3897618136756094,12000.0,1000.0
641920,40-64,male,majority,20-29y,high school,high,True,before 2015,True,True,32765,sedan,4,1,1,False,48.60004937976029,0.7034073771736609,13000.0,1083.3333333333333
26559,40-64,male,minority,0-9y,high school,high,True,after 2015,True,True,32765,sedan,0,0,0,False,57.71998867345508,0.7034822374035306,8000.0,666.6666666666666
217294,40-64,female,majority,10-19y,university,high,True,before 2015,False,False,92101,sedan,1,0,0,True,4.373907230894734,0.5815748319797237,11000.0,916.6666666666665
294060,40-64,female,majority,20-29y,university,high,False,before 2015,True,True,32765,sedan,2,0,3,False,12.300329512374566,0.515812809602791,9000.0,750.0
189528,26-39,female,majority,10-19y,high school,low,True,before 2015,False,True,32765,sedan,0,0,1,False,55.864239645042545,0.339876509128876,10000.0,833.3333333333335
600813,16-25,male,majority,0-9y,high school,low,True,before 2015,False,True,21217,sedan,0,0,0,True,34.316735317265824,0.3209510595021805,16000.0,1333.3333333333333
727706,65+,male,majority,10-19y,university,high,False,before 2015,True,True,10238,sedan,0,0,2,True,72.9173487549448,0.5517639856736082,9000.0,750.0
696360,16-25,female,majority,0-9y,high school,very low,False,before 2015,False,False,10238,sedan,0,0,0,False,65.22916485919396,0.515812809602791,14000.0,1166.6666666666667
604990,40-64,male,majority,0-9y,high school,low,True,before 2015,False,True,32765,sedan,0,0,0,False,84.5604362989907,0.3759192547171411,11697.003206900365,974.750267241697
519746,40-64,female,majority,10-19y,high school,medium,True,before 2015,True,True,10238,sedan,1,0,2,False,69.24928266692253,0.537108787941457,10000.0,833.3333333333335
332791,26-39,male,majority,10-19y,university,high,True,after 2015,False,True,10238,sedan,2,0,3,False,42.99310773901482,0.515812809602791,13000.0,1083.3333333333333
246486,40-64,male,majority,20-29y,high school,medium,True,after 2015,False,False,10238,sedan,1,1,0,False,67.29666223944325,0.4782786488054621,16000.0,1333.3333333333333
41036,40-64,male,majority,20-29y,university,high,True,after 2015,False,True,10238,sedan,2,0,4,False,27.538117425541852,0.5289439454882233,11697.003206900365,974.750267241697
7905,40-64,female,majority,10-19y,university,high,True,before 2015,False,True,10238,sedan,1,0,0,False,30.63134987782127,0.6761482531026423,13000.0,1083.3333333333333
113252,65+,female,majority,30y+,university,high,True,after 2015,True,True,32765,sedan,4,0,4,False,78.89851599207933,0.7720112601896554,8000.0,666.6666666666666
929235,40-64,male,majority,20-29y,high school,medium,True,before 2015,False,True,32765,sedan,7,1,2,False,44.64195164015821,0.4300539952869113,9000.0,750.0
318763,26-39,female,majority,10-19y,none,medium,True,before 2015,False,True,10238,sedan,2,0,0,False,79.83803405183525,0.4873745004671126,11000.0,916.6666666666665
870749,40-64,male,minority,10-19y,university,high,True,after 2015,True,True,92101,sedan,0,0,1,False,82.24223736682784,0.4726022884043881,13000.0,1083.3333333333333
85101,16-25,male,majority,0-9y,university,medium,True,before 2015,False,False,10238,sedan,0,0,0,True,85.75623376612837,0.6382422175811462,16000.0,1333.3333333333333
196030,16-25,male,majority,0-9y,university,very low,True,before 2015,False,True,10238,sedan,0,0,0,True,91.66352358412071,0.515812809602791,11000.0,916.6666666666665
293682,40-64,female,majority,10-19y,university,high,True,after 2015,True,True,32765,sedan,2,0,0,False,43.09852205132961,0.7465264960252933,9000.0,750.0
365256,65+,female,majority,30y+,high school,high,True,before 2015,True,False,92101,sedan,6,0,2,False,31.886681832113887,0.5264515742021285,11697.003206900365,974.750267241697
981883,26-39,male,majority,10-19y,university,high,True,before 2015,False,True,10238,sedan,0,0,1,False,58.219874659411396,0.6374302154804625,12000.0,1000.0
423263,26-39,male,majority,10-19y,high school,medium,False,before 2015,True,True,10238,sedan,0,1,2,True,37.11724234376275,0.3934523371870868,11697.003206900365,974.750267241697
779137,26-39,male,minority,10-19y,high school,very low,False,before 2015,False,True,10238,sedan,2,0,6,False,60.1074166800233,0.21115627732860603,12000.0,1000.0
306489,65+,female,majority,30y+,high school,high,True,after 2015,False,True,32765,sedan,3,1,0,False,70.55858626438246,0.6648867528914758,13000.0,1083.3333333333333
515280,65+,male,majority,30y+,university,high,True,after 2015,False,True,10238,sedan,4,2,9,False,68.84050184921368,0.5278907977249014,12000.0,1000.0
446330,65+,female,majority,20-29y,high school,high,True,after 2015,True,True,10238,sedan,3,0,1,False,37.45528870201213,0.6173145975434446,7000.0,583.3333333333334
373235,26-39,male,majority,10-19y,high school,low,True,before 2015,False,False,92101,sedan,0,0,0,True,16.686020169875277,0.4328709009130958,13000.0,1083.3333333333333
374072,40-64,male,majority,20-29y,high school,medium,False,after 2015,False,True,32765,sedan,4,0,1,False,43.05293384622075,0.5031786410700181,11000.0,916.6666666666665
336053,65+,female,majority,10-19y,high school,high,True,after 2015,True,True,10238,sports car,3,0,0,False,14.259414408190874,0.7342287523012491,10000.0,833.3333333333335
708613,40-64,female,minority,0-9y,none,low,False,before 2015,False,False,10238,sedan,0,0,0,True,89.00970351838083,0.4297041296211053,13000.0,1083.3333333333333
514864,40-64,male,majority,20-29y,high school,low,False,before 2015,True,False,10238,sedan,1,0,5,False,34.58774607378574,0.3765403600723969,7000.0,583.3333333333334
133216,40-64,female,majority,0-9y,high school,very low,False,before 2015,False,False,10238,sedan,0,0,0,True,15.445974722332377,0.3219845293205334,15000.0,1250.0
201228,65+,male,majority,0-9y,high school,high,True,after 2015,True,True,10238,sedan,0,0,0,False,2.544775990575088,0.6918327666446243,10000.0,833.3333333333335
65912,26-39,female,majority,10-19y,high school,high,False,after 2015,False,True,10238,sedan,0,0,1,False,64.58223862864844,0.4517757031421484,15000.0,1250.0
84403,26-39,male,majority,10-19y,university,medium,True,before 2015,False,True,10238,sedan,2,0,0,False,63.69023174547432,0.6720614960050166,14000.0,1166.6666666666667
372035,40-64,male,majority,20-29y,university,high,True,after 2015,True,True,10238,sedan,4,0,3,False,34.060416658129164,0.515812809602791,12000.0,1000.0
714609,26-39,male,majority,10-19y,high school,very low,False,before 2015,False,False,10238,sedan,1,0,3,True,7.171188884765102,0.3741251823983213,13000.0,1083.3333333333333
861873,26-39,male,majority,10-19y,high school,low,True,before 2015,True,False,32765,sports car,1,0,1,False,40.9628894895232,0.4453013136753866,11000.0,916.6666666666665
201430,40-64,male,majority,0-9y,university,high,True,after 2015,False,True,32765,sedan,0,0,0,False,31.12174950633936,0.6531007822538435,10000.0,833.3333333333335
917512,40-64,female,majority,20-29y,high school,high,True,before 2015,True,True,32765,sedan,6,0,1,False,67.71206397350093,0.5445201947373133,8000.0,666.6666666666666
821738,26-39,male,majority,10-19y,high school,very low,False,before 2015,False,True,10238,sedan,2,0,3,True,60.57792494526903,0.3324021696730569,11000.0,916.6666666666665
481960,40-64,female,majority,0-9y,high school,low,True,before 2015,True,True,10238,sedan,0,0,0,True,36.459372819754,0.41381425230368396,11000.0,916.6666666666665
430928,65+,female,majority,30y+,university,high,False,before 2015,True,True,10238,sedan,3,0,2,False,21.78925542549901,0.4439319540306951,9000.0,750.0
335937,65+,female,majority,0-9y,university,high,False,after 2015,False,False,32765,sedan,0,0,0,True,98.8035966155592,0.5448183748224494,10000.0,833.3333333333335
741717,26-39,female,majority,0-9y,high school,low,True,before 2015,True,True,92101,sedan,0,0,0,False,45.400162119611494,0.5552708298555457,10000.0,833.3333333333335
32471,26-39,female,majority,10-19y,none,very low,False,before 2015,False,False,10238,sedan,0,1,0,False,68.82742357802371,0.3503995757282058,15000.0,1250.0
483065,65+,female,majority,10-19y,none,medium,False,before 2015,False,False,32765,sedan,2,1,0,True,14.05529675783608,0.515812809602791,11697.003206900365,974.750267241697
791926,65+,female,majority,30y+,university,medium,True,after 2015,True,True,10238,sedan,2,1,5,False,48.55896996593978,0.5307783036558016,11697.003206900365,974.750267241697
768656,40-64,male,majority,20-29y,high school,high,True,before 2015,False,True,92101,sedan,5,0,4,False,2.7536719869465487,0.7379104724161729,11000.0,916.6666666666665
251082,16-25,female,majority,0-9y,high school,low,False,before 2015,False,False,10238,sedan,0,0,0,True,50.54551179104499,0.4615080079476523,11000.0,916.6666666666665
859653,16-25,male,majority,0-9y,none,medium,False,before 2015,False,False,92101,sedan,0,0,0,True,96.40174071177023,0.4868827078558148,15000.0,1250.0
986376,40-64,female,majority,20-29y,high school,high,True,after 2015,True,True,10238,sedan,2,1,3,False,38.420671298580025,0.515812809602791,8000.0,666.6666666666666
146993,40-64,male,majority,20-29y,high school,medium,False,after 2015,False,True,10238,sedan,0,1,3,False,3.899601257491159,0.5826401515017708,12000.0,1000.0
38823,16-25,male,majority,0-9y,none,very low,True,before 2015,False,False,32765,sedan,0,0,0,True,3.0955790919343533,0.4314023407250177,14000.0,1166.6666666666667
697272,40-64,male,majority,20-29y,none,high,True,after 2015,False,False,32765,sedan,3,1,2,False,38.79867599468695,0.6724867135077509,11000.0,916.6666666666665
546944,16-25,female,majority,0-9y,high school,low,False,after 2015,False,False,92101,sedan,0,0,0,True,16.002493646319405,0.4458199724554539,13000.0,1083.3333333333333
89035,16-25,male,majority,0-9y,high school,low,False,after 2015,False,False,10238,sedan,0,0,0,True,2.3352096328185907,0.4344695144898065,15000.0,1250.0
905425,26-39,male,majority,10-19y,high school,medium,False,before 2015,True,True,32765,sedan,4,0,0,True,75.62136139501769,0.5161478890239077,11697.003206900365,974.750267241697
723028,16-25,male,majority,0-9y,none,very low,False,before 2015,False,False,10238,sports car,0,0,0,True,45.85230088818907,0.27904158935576,14000.0,1166.6666666666667
866196,40-64,female,majority,20-29y,none,low,False,after 2015,True,True,32765,sedan,4,1,2,False,28.92447719726545,0.4924897200845917,4000.0,333.3333333333333
975805,40-64,male,majority,20-29y,university,high,True,before 2015,True,True,32765,sedan,9,0,1,False,90.00831830164806,0.7442115208443449,5000.0,416.66666666666674
124495,16-25,female,majority,0-9y,university,very low,True,before 2015,False,False,10238,sedan,0,0,0,True,11.61389602005256,0.4320015447176237,16000.0,1333.3333333333333
728398,65+,female,majority,0-9y,high school,high,False,after 2015,True,True,10238,sedan,0,0,0,False,95.59188289553192,0.6745078429339224,10000.0,833.3333333333335
251778,16-25,male,majority,0-9y,none,very low,True,before 2015,False,False,10238,sedan,0,0,0,True,31.396671737735282,0.3821187918865734,15000.0,1250.0
587520,26-39,male,majority,0-9y,high school,medium,True,before 2015,True,True,10238,sedan,0,0,0,True,88.84036723086813,0.6086626027203363,9000.0,750.0
906069,26-39,female,majority,10-19y,university,medium,True,before 2015,True,True,10238,sedan,1,0,0,False,60.294287647946156,0.515812809602791,16000.0,1333.3333333333333
742822,16-25,male,majority,0-9y,high school,low,True,before 2015,False,True,32765,sedan,0,0,0,True,82.67073597414873,0.3039588631859176,8000.0,666.6666666666666
321760,16-25,male,majority,0-9y,high school,very low,True,after 2015,False,False,10238,sedan,0,0,0,False,98.40131632104642,0.3458775669616846,16000.0,1333.3333333333333
253738,65+,female,minority,20-29y,high school,high,False,before 2015,False,True,92101,sedan,1,0,0,False,28.840543781874572,0.5899205210584967,11000.0,916.6666666666665
684569,40-64,female,majority,0-9y,high school,very low,False,after 2015,False,True,32765,sedan,0,0,0,False,96.1135485407593,0.4012988307736721,9000.0,750.0
814717,26-39,male,majority,0-9y,none,very low,False,after 2015,False,False,10238,sedan,0,0,0,True,38.94818949024204,0.2643138656043106,14000.0,1166.6666666666667
408905,16-25,male,majority,0-9y,university,low,True,after 2015,True,False,10238,sedan,0,0,0,False,38.55119047369222,0.3293918816607561,12000.0,1000.0
521762,40-64,female,majority,20-29y,high school,medium,True,before 2015,True,True,10238,sedan,4,0,3,False,34.03871042545057,0.4863440762977281,12000.0,1000.0
595172,65+,female,majority,30y+,university,high,True,before 2015,True,True,10238,sports car,4,1,5,False,54.14076073475852,0.5652465474664438,8000.0,666.6666666666666
996412,65+,male,majority,30y+,university,high,True,after 2015,True,True,32765,sedan,7,3,3,False,15.414504317848712,0.5672085630614355,7000.0,583.3333333333334
307599,40-64,male,minority,20-29y,none,low,True,before 2015,False,True,10238,sedan,4,0,3,False,55.37114853580111,0.3820656655474345,10000.0,833.3333333333335
407608,26-39,male,majority,0-9y,high school,medium,False,before 2015,False,False,10238,sedan,0,0,0,True,54.170481241000395,0.515812809602791,13000.0,1083.3333333333333
377806,26-39,female,majority,10-19y,none,low,True,before 2015,True,True,32765,sedan,4,1,0,False,76.19018126048701,0.5445743815776852,11000.0,916.6666666666665
496158,40-64,male,majority,10-19y,high school,high,True,after 2015,True,True,32765,sedan,5,0,1,False,83.36499619375856,0.6024901864339096,6000.0,500.0
731992,65+,female,majority,30y+,high school,high,False,after 2015,True,True,32765,sedan,6,1,1,False,44.04413503124241,0.6252172502532076,9000.0,750.0
604531,40-64,female,minority,20-29y,high school,low,True,before 2015,True,True,10238,sedan,0,0,6,False,30.233324935149373,0.5169487326404102,13000.0,1083.3333333333333
88703,65+,female,majority,30y+,high school,medium,True,after 2015,True,False,10238,sedan,0,0,1,False,25.933489731709447,0.5118266870864377,16000.0,1333.3333333333333
608612,40-64,male,majority,20-29y,university,high,False,before 2015,True,False,10238,sedan,4,1,1,False,19.462383670487192,0.6212782629746098,11697.003206900365,974.750267241697
192887,40-64,female,majority,20-29y,university,high,True,before 2015,False,True,10238,sedan,0,0,0,False,5.764758219902487,0.6932490173877479,13000.0,1083.3333333333333
996686,40-64,male,majority,0-9y,none,medium,True,before 2015,True,True,10238,sedan,0,0,0,True,34.24479788347133,0.5876578999235469,9000.0,750.0
285246,26-39,male,majority,0-9y,high school,medium,False,after 2015,True,True,32765,sports car,0,0,0,True,27.024769213078326,0.6960700670567235,8000.0,666.6666666666666
114770,26-39,male,majority,10-19y,none,low,False,before 2015,False,True,10238,sedan,0,1,2,False,96.64173858664074,0.315408722840276,16000.0,1333.3333333333333
298416,26-39,female,majority,0-9y,high school,low,True,before 2015,False,False,10238,sedan,0,0,0,False,55.77088262500439,0.5159645552273564,17000.0,1416.666666666667
490886,40-64,female,minority,0-9y,university,high,True,after 2015,False,True,10238,sedan,0,0,0,False,34.72770390305075,0.6911987777696117,11000.0,916.6666666666665
605508,16-25,female,majority,0-9y,high school,low,True,after 2015,False,False,10238,sedan,0,0,0,False,58.0467600993696,0.4412123904579842,14000.0,1166.6666666666667
717225,65+,female,majority,10-19y,university,high,True,after 2015,True,True,10238,sedan,0,0,0,False,13.919670134569552,0.6286553954831501,13000.0,1083.3333333333333
191501,26-39,female,majority,10-19y,high school,low,True,before 2015,True,True,10238,sedan,1,0,2,False,44.40437492022029,0.4878101589182866,11697.003206900365,974.750267241697
359804,65+,male,minority,30y+,university,high,True,before 2015,True,True,10238,sedan,3,1,6,False,62.62343214210638,0.6722376653279449,11697.003206900365,974.750267241697
408507,16-25,female,majority,0-9y,university,medium,True,before 2015,False,False,10238,sedan,0,0,0,True,48.889783179245136,0.4938799911603953,19000.0,1583.333333333333
786837,26-39,male,minority,10-19y,high school,low,False,before 2015,True,False,10238,sedan,1,0,2,False,40.17788006543242,0.3883915867099435,10000.0,833.3333333333335
864007,16-25,female,majority,0-9y,none,very low,False,before 2015,False,False,10238,sedan,0,0,0,True,99.38483888996979,0.2729819143341314,12000.0,1000.0
144357,65+,female,majority,20-29y,high school,high,True,after 2015,True,True,32765,sedan,3,0,1,False,88.0314762148927,0.515812809602791,10000.0,833.3333333333335
850079,16-25,female,majority,0-9y,high school,very low,False,before 2015,False,False,10238,sedan,0,0,0,True,62.340595815944006,0.515812809602791,13000.0,1083.3333333333333
338489,65+,female,majority,30y+,high school,high,True,after 2015,True,True,10238,sedan,3,2,2,False,56.93773611822828,0.5602019423466031,11000.0,916.6666666666665
281285,65+,male,majority,0-9y,high school,high,True,before 2015,True,True,10238,sedan,0,0,0,True,62.06604798245841,0.4532770856218067,10000.0,833.3333333333335
703713,40-64,female,majority,0-9y,none,medium,True,before 2015,True,True,10238,sedan,0,0,0,False,20.131210782243322,0.6128759842782445,14000.0,1166.6666666666667
