id,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome,telematic_score,monthly_mileage
601392,65+,female,majority,20-29y,high school,high,0.5173006019132421,True,after 2015,True,True,32765,8000.0,sedan,3,1,1,False,0.9054161580370979,666.6666666666666
563041,40-64,female,majority,0-9y,university,high,0.8378248302036221,True,after 2015,False,True,32765,,sedan,0,0,0,False,58.945398948469716,
372710,40-64,male,majority,20-29y,high school,medium,0.6216371393407805,True,before 2015,False,True,10238,16000.0,sedan,2,0,2,False,61.329168488737906,1333.3333333333333
891189,16-25,female,majority,0-9y,high school,very low,0.3586332739565848,True,before 2015,False,False,10238,15000.0,sedan,0,0,0,False,63.76882468959355,1250.0
523455,26-39,female,majority,10-19y,high school,medium,0.4383220370386718,False,before 2015,False,False,10238,17000.0,sedan,2,0,0,False,24.202207998087722,1416.6666666666667
435966,16-25,male,majority,0-9y,high school,low,0.5325323919648072,False,before 2015,False,False,10238,13000.0,sedan,0,0,0,True,71.40527233781268,1083.3333333333333
762720,16-25,male,majority,0-9y,none,very low,0.3071218455823236,False,before 2015,False,True,32765,10000.0,sedan,0,0,0,True,9.13914863317764,833.3333333333334
616839,16-25,male,minority,0-9y,university,high,0.5425747718633692,True,before 2015,False,False,10238,14000.0,sedan,0,0,0,True,19.92703364668008,1166.6666666666667
694861,40-64,male,majority,20-29y,high school,high,0.5299866281993799,True,after 2015,True,True,92101,10000.0,sedan,2,0,0,False,87.74700466544819,833.3333333333334
290229,40-64,female,minority,20-29y,none,very low,0.3405721843453995,False,before 2015,False,False,10238,14000.0,sedan,1,0,0,True,73.87231507265663,1166.6666666666667
840160,65+,female,majority,0-9y,high school,high,0.5670436317823369,True,before 2015,True,True,32765,,sedan,0,0,0,False,1.3745554011345251,
183967,65+,female,majority,10-19y,university,high,0.5912125916787476,True,after 2015,True,True,10238,13000.0,sedan,1,0,1,False,24.83762603698002,1083.3333333333333
258115,40-64,male,majority,20-29y,university,high,0.493529174226109,True,before 2015,True,False,10238,8000.0,sedan,1,0,5,False,21.440648299316457,666.6666666666666
406487,16-25,male,majority,0-9y,high school,very low,0.2831110621636425,True,before 2015,False,False,10238,12000.0,sedan,0,0,0,True,27.080632803697256,1000.0
566498,26-39,female,majority,0-9y,high school,medium,0.478127130890389,True,before 2015,True,True,92101,11000.0,sedan,0,0,0,False,24.755977027988642,916.6666666666666
466544,65+,male,majority,30y+,university,high,0.5723337906263316,True,after 2015,True,True,10238,13000.0,sedan,4,0,5,False,6.252629574284574,1083.3333333333333
6708,26-39,female,majority,10-19y,none,medium,0.6955855054281478,True,after 2015,False,True,32765,15000.0,sedan,2,0,0,True,45.894051659682034,1250.0
999039,26-39,female,majority,10-19y,university,medium,0.4970631199385591,True,before 2015,True,True,32765,8000.0,sedan,1,0,0,False,73.27334747861651,666.6666666666666
600353,65+,female,majority,30y+,university,high,0.6366852095189404,True,after 2015,True,True,10238,8000.0,sedan,4,1,0,False,60.67317247174364,666.6666666666666
395714,26-39,female,majority,10-19y,none,low,0.3524475174384347,False,before 2015,False,True,32765,8000.0,sedan,1,0,0,False,67.28716685980798,666.6666666666666
575033,40-64,male,majority,20-29y,high school,high,0.5681059173993356,False,before 2015,True,True,10238,9000.0,sedan,7,0,3,False,8.114917853623915,750.0
653396,16-25,male,majority,0-9y,high school,very low,0.2511179744609818,True,before 2015,False,False,10238,14000.0,sedan,0,0,0,True,95.14907101767872,1166.6666666666667
104896,40-64,male,majority,20-29y,high school,high,0.6479894267730026,True,after 2015,True,True,10238,14000.0,sedan,3,1,2,False,83.84918338430248,1166.6666666666667
279225,40-64,male,majority,10-19y,high school,medium,0.6244125383903321,True,before 2015,False,True,32765,11000.0,sedan,4,0,0,True,80.50903184956627,916.6666666666666
490664,65+,male,majority,10-19y,university,high,0.6530763483634806,True,before 2015,True,True,10238,14000.0,sedan,0,0,0,False,82.29838050417675,1166.6666666666667
126494,65+,male,majority,30y+,university,high,0.4482580060581439,True,after 2015,False,True,32765,9000.0,sports car,19,1,0,False,93.27105081327613,750.0
913629,26-39,female,majority,0-9y,university,high,0.5876689302820586,True,before 2015,True,True,10238,14000.0,sedan,0,0,0,False,54.42539661136977,1166.6666666666667
235478,40-64,female,majority,20-29y,none,low,0.4585473867377154,False,after 2015,False,True,10238,14000.0,sedan,1,0,0,False,20.02820178676259,1166.6666666666667
873356,16-25,male,majority,0-9y,none,low,0.5831965364453865,True,before 2015,False,True,10238,,sedan,0,0,0,True,61.678360785254114,
25377,26-39,male,majority,0-9y,university,high,0.6384537592587721,True,after 2015,True,True,10238,7000.0,sedan,0,0,0,False,74.2881493667939,583.3333333333334
613301,65+,male,majority,30y+,none,high,0.5738524983062786,True,after 2015,True,True,10238,10000.0,sedan,9,1,5,False,73.79173933540254,833.3333333333334
786160,65+,male,majority,0-9y,university,high,0.5556246833896312,True,after 2015,True,True,10238,10000.0,sedan,0,0,0,False,52.14490241668801,833.3333333333334
951670,16-25,female,majority,0-9y,university,medium,0.4846957120746186,True,before 2015,False,False,32765,8000.0,sedan,0,0,0,False,6.845871933357806,666.6666666666666
908561,40-64,male,majority,20-29y,university,low,0.4594079459168241,False,before 2015,False,False,10238,14000.0,sedan,1,1,2,False,37.11129384301278,1166.6666666666667
829918,26-39,male,majority,10-19y,high school,high,0.5289724613573763,True,before 2015,True,True,10238,10000.0,sedan,0,0,2,False,92.07666084633573,833.3333333333334
559866,26-39,female,majority,10-19y,high school,very low,0.5273394341183449,False,before 2015,False,False,92101,15000.0,sports car,2,1,0,True,58.4448909757426,1250.0
41553,16-25,male,majority,0-9y,high school,low,0.2686203221878676,True,before 2015,False,False,10238,13000.0,sedan,0,0,0,True,53.83319432557134,1083.3333333333333
216935,40-64,female,majority,10-19y,none,very low,0.4556838293051873,False,before 2015,False,True,32765,6000.0,sedan,0,0,0,False,26.885351438219352,500.0
591329,40-64,female,majority,20-29y,none,medium,,True,before 2015,False,False,32765,11000.0,sedan,4,0,0,False,36.84489199165789,916.6666666666666
200691,16-25,male,majority,0-9y,high school,very low,0.2619796286414177,True,before 2015,False,False,10238,12000.0,sedan,0,0,0,True,89.53460891531692,1000.0
719567,40-64,female,minority,0-9y,none,very low,0.3827473465971639,False,before 2015,True,True,10238,10000.0,sedan,0,0,0,True,66.64630475268358,833.3333333333334
118986,65+,male,majority,30y+,university,high,0.6243246515669466,True,before 2015,True,True,10238,10000.0,sedan,6,0,6,False,78.73870267523328,833.3333333333334
5924,26-39,female,majority,10-19y,high school,very low,0.3250074745875112,False,before 2015,False,True,10238,11000.0,sedan,0,0,1,True,45.434542306765515,916.6666666666666
659796,40-64,female,majority,10-19y,university,medium,,False,before 2015,True,True,10238,8000.0,sedan,1,0,4,False,63.024721945615795,666.6666666666666
406082,65+,female,majority,30y+,high school,high,0.748549433631923,False,after 2015,True,True,32765,10000.0,sedan,8,0,7,False,24.838360874320752,833.3333333333334
800726,65+,female,majority,30y+,university,high,,False,before 2015,True,True,32765,9000.0,sedan,9,0,0,False,70.54608302834863,750.0
278892,26-39,male,majority,10-19y,high school,low,0.4811909309274258,False,after 2015,False,True,10238,13000.0,sedan,1,1,1,False,42.76013337033373,1083.3333333333333
431795,65+,female,majority,30y+,high school,high,0.5173495976314954,True,after 2015,True,True,32765,6000.0,sedan,10,0,2,False,44.25455148147456,500.0
325554,16-25,male,majority,0-9y,university,high,0.6345771810275116,True,before 2015,False,True,10238,10000.0,sedan,0,0,0,True,64.93223245768817,833.3333333333334
766245,16-25,male,majority,0-9y,high school,low,0.1237946155140384,True,before 2015,False,False,10238,11000.0,sedan,0,0,0,True,93.62806214689266,916.6666666666666
299897,26-39,female,majority,10-19y,none,low,0.3648866465260174,False,before 2015,False,False,10238,14000.0,sedan,1,0,0,False,6.400634660862092,1166.6666666666667
17502,26-39,female,majority,10-19y,high school,medium,0.5435232653967891,True,before 2015,True,True,10238,12000.0,sedan,0,0,1,False,82.47432373470076,1000.0
33483,65+,male,majority,10-19y,university,high,0.765285708520443,False,after 2015,True,True,10238,10000.0,sedan,2,0,1,False,29.238311041219312,833.3333333333334
223211,40-64,female,majority,10-19y,university,high,0.5748734376541189,False,before 2015,True,True,10238,13000.0,sedan,2,0,0,False,44.391945450637785,1083.3333333333333
479360,65+,male,majority,10-19y,university,high,0.6528730843357405,False,before 2015,True,True,10238,12000.0,sedan,0,0,2,True,2.1913328775008956,1000.0
68125,65+,male,minority,30y+,university,high,0.7466721713834849,True,after 2015,False,True,10238,17000.0,sedan,1,1,2,False,30.1046077834313,1416.6666666666667
728209,26-39,male,majority,0-9y,none,very low,0.3969970839837506,False,before 2015,False,False,10238,14000.0,sedan,0,0,0,True,50.26312426301305,1166.6666666666667
159702,40-64,female,majority,20-29y,high school,high,,True,after 2015,True,True,10238,13000.0,sedan,1,0,1,False,5.617607734743901,1083.3333333333333
862594,65+,male,majority,30y+,university,high,0.5578691421373894,True,before 2015,True,True,32765,,sedan,6,1,4,False,49.10957293831652,
982150,16-25,male,majority,0-9y,university,medium,0.4788538424981473,False,before 2015,True,False,10238,16000.0,sedan,0,0,0,True,92.71106288584274,1333.3333333333333
788465,26-39,female,majority,10-19y,none,very low,0.2983550594304999,False,before 2015,False,True,32765,10000.0,sedan,2,0,1,True,10.539321810780521,833.3333333333334
665832,40-64,male,majority,20-29y,high school,high,0.6929337498339926,True,before 2015,True,True,10238,,sedan,4,3,6,False,76.44407280755044,
307540,40-64,male,majority,20-29y,none,high,0.5971950272813463,True,before 2015,True,True,10238,11000.0,sedan,5,1,5,False,40.967105337599264,916.6666666666666
509164,16-25,male,majority,0-9y,none,very low,,False,before 2015,False,True,10238,,sedan,0,0,0,True,65.5173714524338,
28882,26-39,female,majority,10-19y,university,medium,,True,after 2015,False,True,10238,13000.0,sedan,0,0,0,False,26.023659798522935,1083.3333333333333
113052,26-39,male,majority,0-9y,high school,medium,0.7347001277334391,True,before 2015,False,False,10238,16000.0,sedan,0,0,0,True,15.949226254135828,1333.3333333333333
902987,26-39,female,majority,0-9y,university,high,0.7943143735731404,True,after 2015,False,True,10238,11000.0,sedan,0,0,0,False,16.046261427122644,916.6666666666666
410728,40-64,female,majority,20-29y,high school,high,0.6827824260671296,True,after 2015,True,True,32765,9000.0,sedan,4,0,0,False,7.049194564314465,750.0
772749,65+,male,minority,0-9y,university,high,0.6129038867784491,True,after 2015,True,True,10238,11000.0,sedan,0,0,0,False,18.564670490124303,916.6666666666666
260884,40-64,male,majority,0-9y,high school,high,0.5885745201264703,False,after 2015,False,True,10238,11000.0,sedan,0,0,0,False,66.42193849889682,916.6666666666666
512062,40-64,male,majority,20-29y,high school,high,,True,before 2015,True,True,32765,10000.0,sedan,4,0,0,False,88.16906118435081,833.3333333333334
802909,26-39,female,minority,0-9y,none,medium,0.3642412378627409,False,after 2015,False,False,10238,15000.0,sedan,0,0,0,True,81.41256855911618,1250.0
825302,40-64,male,majority,20-29y,high school,medium,0.5994201344209197,True,before 2015,False,True,10238,14000.0,sedan,3,2,1,False,68.51343098744842,1166.6666666666667
784441,40-64,female,majority,10-19y,none,very low,0.2335483431274285,False,before 2015,False,True,10238,13000.0,sedan,0,1,0,False,11.043186341110268,1083.3333333333333
8309,16-25,male,majority,0-9y,high school,medium,0.5193228045087914,True,after 2015,False,True,92101,,sedan,0,0,0,True,28.918744629594983,
330143,26-39,female,minority,10-19y,university,high,0.734556255792773,True,before 2015,True,True,10238,9000.0,sedan,0,1,0,False,30.980687532246897,750.0
360864,40-64,male,majority,10-19y,high school,medium,,True,after 2015,False,True,10238,14000.0,sedan,0,0,1,False,24.99569463976212,1166.6666666666667
891782,16-25,male,majority,0-9y,high school,very low,0.1555965806036122,False,before 2015,False,False,10238,13000.0,sedan,0,0,0,True,51.50056597097231,1083.3333333333333
783720,26-39,male,minority,10-19y,high school,medium,0.5358780117500972,False,before 2015,False,True,10238,11000.0,sedan,0,0,1,False,53.55538148796726,916.6666666666666
409125,26-39,male,majority,0-9y,university,high,0.5714563420401908,True,after 2015,False,True,10238,11000.0,sedan,0,0,0,False,35.68859751711102,916.6666666666666
64931,65+,female,majority,30y+,university,high,0.6700919450647312,False,before 2015,True,True,92101,11000.0,sedan,1,0,1,False,35.3789158736436,916.6666666666666
732342,65+,female,majority,30y+,high school,high,0.5743148525471706,True,before 2015,False,True,10238,9000.0,sedan,2,0,1,False,82.85555979060814,750.0
522923,26-39,male,majority,0-9y,university,high,0.6447136435473335,True,before 2015,False,False,10238,15000.0,sedan,0,0,0,True,78.92928483196856,1250.0
478302,65+,male,majority,30y+,university,high,0.5011579904510586,True,before 2015,True,True,10238,12000.0,sedan,7,1,4,False,30.779583168074566,1000.0
943632,40-64,male,majority,10-19y,university,high,0.8382050400572787,True,after 2015,True,True,10238,10000.0,sedan,1,0,3,False,91.37884438732593,833.3333333333334
19712,26-39,female,minority,10-19y,high school,medium,0.5246137994590073,True,before 2015,False,True,10238,12000.0,sedan,1,0,1,False,95.2815017002506,1000.0
276067,65+,male,minority,30y+,none,high,0.5548235985306158,True,after 2015,False,True,10238,15000.0,sedan,3,1,4,False,32.67425420300408,1250.0
579325,65+,female,majority,20-29y,high school,high,0.6703727605350889,True,before 2015,True,False,10238,14000.0,sedan,4,0,0,False,35.442494879305485,1166.6666666666667
758718,16-25,male,majority,0-9y,high school,low,0.1991659324100259,False,after 2015,True,True,10238,8000.0,sedan,0,0,0,False,50.56341534219588,666.6666666666666
561454,40-64,female,majority,10-19y,university,high,,True,before 2015,True,True,32765,8000.0,sedan,4,0,1,False,94.11208125336735,666.6666666666666
882322,26-39,male,majority,0-9y,high school,medium,0.345796125929856,True,before 2015,False,False,32765,12000.0,sedan,0,0,0,True,87.63194331423115,1000.0
35012,40-64,male,majority,20-29y,none,low,0.4217406405501712,True,before 2015,False,True,10238,10000.0,sedan,5,0,4,False,10.25679625835898,833.3333333333334
357892,16-25,male,majority,0-9y,high school,very low,0.3718529804298523,False,before 2015,True,False,32765,11000.0,sports car,0,0,0,True,39.27307432714162,916.6666666666666
748256,16-25,male,majority,0-9y,high school,very low,,False,before 2015,False,True,32765,,sedan,0,0,0,True,55.33711897497719,
118047,26-39,male,majority,10-19y,high school,medium,0.3590967332338258,True,before 2015,True,False,10238,12000.0,sedan,0,0,3,False,50.313247255154,1000.0
986745,26-39,female,majority,10-19y,none,very low,0.2528274652676732,True,before 2015,False,True,32765,11000.0,sedan,1,0,1,False,19.38630679368927,916.6666666666666
518535,26-39,female,majority,10-19y,university,high,0.7387975800320131,False,after 2015,True,False,10238,13000.0,sedan,1,1,0,False,85.88167711681547,1083.3333333333333
420012,26-39,male,majority,10-19y,none,very low,0.3800411829483707,False,before 2015,False,True,10238,10000.0,sports car,0,0,2,True,67.69407829968374,833.3333333333334
190062,26-39,male,majority,10-19y,high school,low,0.372447204860674,True,before 2015,False,False,10238,14000.0,sedan,3,1,1,True,83.79083748518036,1166.6666666666667
836330,40-64,male,majority,20-29y,university,high,0.6109676775612789,True,before 2015,True,True,10238,,sedan,4,1,2,False,85.87642793494722,
688730,40-64,male,majority,20-29y,none,medium,0.5020311962724953,False,before 2015,True,True,32765,10000.0,sedan,9,1,1,False,74.83558536657398,833.3333333333334
559448,40-64,female,majority,20-29y,none,low,,True,before 2015,False,False,10238,15000.0,sedan,1,0,0,False,43.92106012497173,1250.0
272339,16-25,male,majority,0-9y,university,medium,0.4491866119269241,True,after 2015,False,False,10238,13000.0,sedan,0,0,0,True,61.054675501542455,1083.3333333333333
551851,26-39,female,majority,10-19y,high school,very low,,True,after 2015,True,False,32765,11000.0,sedan,1,0,0,False,16.036540611974313,916.6666666666666
557804,16-25,female,majority,0-9y,high school,very low,0.3839383227532641,False,before 2015,False,False,10238,16000.0,sedan,0,0,0,True,67.36454174749078,1333.3333333333333
895279,40-64,female,majority,20-29y,none,medium,0.4832471845483816,True,after 2015,False,True,10238,11000.0,sedan,2,0,0,False,17.925325573928074,916.6666666666666
72914,26-39,male,majority,10-19y,high school,low,0.5483499228640025,True,before 2015,False,True,10238,13000.0,sedan,1,1,1,False,69.39495905101568,1083.3333333333333
780961,65+,female,majority,30y+,university,high,0.5345841472675092,True,after 2015,True,True,32765,12000.0,sedan,4,1,0,False,22.959816075396866,1000.0
246434,65+,female,majority,10-19y,high school,high,0.5086825437771137,True,before 2015,True,True,32765,5000.0,sedan,2,0,0,False,11.755130015021997,416.6666666666667
691719,26-39,male,majority,10-19y,high school,low,0.3854878161761313,False,before 2015,True,True,92101,10000.0,sedan,1,0,0,True,16.52844901429574,833.3333333333334
552705,40-64,female,majority,0-9y,high school,low,0.3186677015072492,True,before 2015,False,True,10238,13000.0,sedan,0,0,0,False,0.1992135219070268,1083.3333333333333
273160,40-64,female,majority,0-9y,university,medium,0.5283154345689651,True,after 2015,False,False,10238,14000.0,sedan,0,0,0,False,71.87396178535302,1166.6666666666667
67358,40-64,female,majority,20-29y,high school,medium,0.6463796858330859,True,before 2015,False,True,10238,12000.0,sedan,0,0,1,False,73.24010490583791,1000.0
897090,40-64,male,minority,20-29y,high school,high,0.6322473942589996,True,after 2015,True,False,10238,9000.0,sedan,2,0,7,False,51.493334991325945,750.0
170435,16-25,female,majority,0-9y,high school,very low,0.4126367860235233,True,before 2015,True,False,10238,13000.0,sedan,0,0,0,False,16.13628010553837,1083.3333333333333
956607,26-39,female,majority,0-9y,university,medium,0.561189880696348,True,after 2015,True,True,10238,8000.0,sedan,0,0,0,False,8.355433751068976,666.6666666666666
281734,65+,female,majority,0-9y,university,high,0.6908848837711149,True,before 2015,False,True,92101,13000.0,sedan,0,0,0,True,1.912896643728701,1083.3333333333333
96024,16-25,male,majority,0-9y,high school,very low,0.3437902440091854,False,before 2015,False,True,10238,12000.0,sedan,0,0,0,True,16.57481769652207,1000.0
378747,26-39,female,majority,0-9y,university,medium,0.5434608543700327,True,before 2015,True,False,10238,11000.0,sedan,0,0,0,True,89.08555349831467,916.6666666666666
590245,26-39,female,minority,10-19y,university,high,0.7762155221181141,True,before 2015,False,True,32765,9000.0,sedan,1,0,2,True,24.153684170168177,750.0
246413,26-39,female,majority,10-19y,university,low,0.5318212282998204,True,before 2015,False,False,32765,13000.0,sedan,0,1,0,False,35.42713272172156,1083.3333333333333
683607,16-25,male,majority,0-9y,university,very low,0.2843594243324203,False,before 2015,False,False,32765,13000.0,sedan,0,0,0,True,10.534548448133318,1083.3333333333333
331632,26-39,male,minority,0-9y,none,low,0.3199505722308352,True,before 2015,True,True,10238,13000.0,sports car,0,0,0,True,22.236130474817028,1083.3333333333333
222583,40-64,male,majority,20-29y,university,high,0.6946267228319687,True,after 2015,True,True,32765,12000.0,sedan,3,0,0,False,51.922457078020514,1000.0
213883,65+,female,majority,0-9y,high school,high,0.7820833952337761,True,after 2015,False,True,32765,10000.0,sedan,0,0,0,False,60.775268309565256,833.3333333333334
250003,40-64,female,majority,20-29y,high school,high,,True,after 2015,False,True,10238,10000.0,sedan,3,0,1,False,24.535231416621105,833.3333333333334
29534,40-64,male,majority,0-9y,university,high,0.5724306198393179,True,before 2015,True,False,10238,13000.0,sedan,0,0,0,True,5.773215922511721,1083.3333333333333
914388,65+,male,majority,30y+,high school,high,0.5833267372571846,True,after 2015,False,True,10238,14000.0,sedan,4,1,6,False,39.10328691273987,1166.6666666666667
957391,16-25,female,majority,0-9y,high school,very low,0.333622141622043,False,before 2015,True,True,10238,10000.0,sedan,0,0,0,True,23.420337092633414,833.3333333333334
276387,40-64,male,majority,20-29y,university,high,0.8706105407338979,True,after 2015,True,False,32765,10000.0,sports car,5,2,1,False,21.955392322980195,833.3333333333334
486150,40-64,male,majority,20-29y,university,medium,0.6835622996764328,False,after 2015,True,True,10238,9000.0,sedan,2,0,5,False,95.98628027134552,750.0
773045,65+,female,minority,20-29y,university,high,0.7351303352292949,False,after 2015,False,True,10238,11000.0,sedan,0,0,3,False,61.63004859257241,916.6666666666666
586978,40-64,female,majority,0-9y,university,high,0.6921548380276835,True,before 2015,True,False,10238,18000.0,sedan,0,0,0,False,55.68784431720959,1500.0
921219,26-39,female,majority,10-19y,none,low,0.5104505487771847,True,after 2015,True,True,10238,14000.0,sedan,1,0,0,False,41.57751035233219,1166.6666666666667
207942,26-39,female,minority,0-9y,none,low,0.4984336380618572,True,before 2015,False,True,10238,13000.0,sedan,0,0,0,False,42.89443334301443,1083.3333333333333
327622,26-39,male,majority,10-19y,high school,low,0.4864038516228967,True,before 2015,True,False,10238,12000.0,sedan,0,1,0,False,54.090500383808084,1000.0
345510,65+,female,minority,30y+,university,high,,True,before 2015,False,False,32765,12000.0,sedan,1,0,2,False,69.64298070361072,1000.0
313208,26-39,male,minority,10-19y,high school,low,0.5192250173065179,True,before 2015,False,False,32765,11000.0,sedan,1,0,0,False,70.21460961818295,916.6666666666666
453375,40-64,male,minority,20-29y,high school,medium,0.5059289542380285,True,before 2015,True,False,10238,12000.0,sports car,3,0,7,False,17.169390770544958,1000.0
487944,16-25,male,majority,0-9y,university,medium,0.3759390664274271,False,after 2015,True,False,10238,15000.0,sedan,0,0,0,True,50.0112752076627,1250.0
227891,16-25,female,majority,0-9y,high school,high,0.6212382383504942,True,before 2015,False,False,32765,13000.0,sedan,0,0,0,True,41.195809503410196,1083.3333333333333
314564,16-25,female,majority,0-9y,high school,very low,0.3975139345685761,False,before 2015,True,False,10238,13000.0,sedan,0,0,0,True,87.05269662693841,1083.3333333333333
306173,16-25,male,majority,0-9y,university,low,0.3976983783647137,False,before 2015,False,True,10238,11000.0,sedan,0,0,0,True,63.14189212183764,916.6666666666666
703581,26-39,male,majority,10-19y,high school,high,0.4473939530293328,True,before 2015,True,True,10238,10000.0,sedan,2,0,4,False,53.25040664159818,833.3333333333334
998901,26-39,female,majority,10-19y,none,low,,True,before 2015,True,True,92101,6000.0,sedan,1,0,0,True,11.539464217891737,500.0
550420,26-39,female,minority,10-19y,high school,high,0.6100646961488712,True,after 2015,False,True,32765,9000.0,sedan,2,1,1,False,60.56378893234115,750.0
741036,40-64,female,majority,20-29y,university,high,0.669831859041465,True,before 2015,True,False,32765,10000.0,sedan,5,0,0,False,11.720390568023342,833.3333333333334
765391,40-64,male,majority,20-29y,high school,low,0.3942030841796357,True,before 2015,True,True,10238,15000.0,sedan,2,0,0,True,33.720657556575205,1250.0
778184,65+,female,majority,30y+,university,high,0.5069172347691039,True,after 2015,True,True,10238,,sedan,1,0,1,False,14.284196481433186,
88198,26-39,male,majority,10-19y,none,very low,0.2576497109076807,False,before 2015,False,True,32765,12000.0,sedan,3,0,0,False,69.20736470243689,1000.0
810318,40-64,male,majority,20-29y,high school,medium,0.5380413060925483,True,after 2015,True,True,10238,11000.0,sedan,3,1,1,False,20.62521138361526,916.6666666666666
517060,65+,female,majority,10-19y,university,high,0.5448318212148475,True,before 2015,True,True,10238,12000.0,sedan,1,0,0,False,39.1859373188026,1000.0
511639,40-64,female,majority,20-29y,high school,high,0.6504176835900062,True,before 2015,True,True,32765,,sedan,2,0,0,False,89.56747776187787,
389152,16-25,female,majority,0-9y,high school,medium,0.6002312656355571,True,after 2015,True,True,32765,7000.0,sedan,0,0,0,False,20.431638339897027,583.3333333333334
209049,26-39,male,majority,10-19y,university,high,0.6352679101945021,True,before 2015,True,True,32765,,sedan,3,0,1,True,50.780506395877914,
20986,26-39,male,majority,10-19y,university,high,0.7481307425472491,True,before 2015,True,True,32765,10000.0,sedan,3,1,2,False,41.9271661166022,833.3333333333334
273504,65+,male,majority,30y+,university,high,0.5298034832438066,True,before 2015,True,True,10238,,sedan,5,0,8,False,1.8124041045729733,
700831,16-25,male,majority,0-9y,high school,low,0.3009876834556013,False,before 2015,False,True,10238,12000.0,sedan,0,0,0,True,79.27581135728128,1000.0
384446,40-64,male,majority,20-29y,university,high,0.6331028718806417,True,after 2015,True,True,10238,10000.0,sedan,1,0,1,False,6.904590631459973,833.3333333333334
550482,16-25,female,majority,0-9y,high school,low,0.3549791231763877,True,after 2015,False,True,10238,9000.0,sedan,0,0,0,False,47.42550209769536,750.0
572797,26-39,male,majority,10-19y,high school,medium,0.5061960446978321,True,before 2015,False,False,10238,13000.0,sedan,1,0,3,False,56.06782949389499,1083.3333333333333
11854,26-39,male,majority,0-9y,high school,low,0.5592297740925077,True,before 2015,True,True,10238,13000.0,sedan,0,0,0,True,62.842645661458704,1083.3333333333333
517332,26-39,male,majority,0-9y,high school,medium,,True,before 2015,False,False,32765,11000.0,sedan,0,0,0,True,68.86316293078755,916.6666666666666
864356,40-64,male,majority,20-29y,university,high,0.4158806589209596,True,after 2015,True,True,10238,12000.0,sedan,6,2,2,False,25.327238352271507,1000.0
850066,40-64,female,majority,20-29y,high school,medium,0.5561059958978236,True,before 2015,False,True,10238,12000.0,sedan,3,0,2,False,0.9978776658449373,1000.0
428609,26-39,male,majority,10-19y,high school,low,0.4403229422775207,False,before 2015,False,False,10238,13000.0,sedan,0,0,0,True,72.3443662354912,1083.3333333333333
590798,16-25,male,majority,0-9y,high school,very low,0.2735278986268949,False,before 2015,False,True,92101,13000.0,sedan,0,0,0,True,53.56565993475786,1083.3333333333333
142359,16-25,female,minority,0-9y,none,very low,0.3603076975327467,False,before 2015,False,True,10238,16000.0,sedan,0,0,0,True,83.61177032072487,1333.3333333333333
612627,26-39,female,majority,10-19y,none,very low,,True,before 2015,False,False,10238,16000.0,sedan,0,0,1,False,82.13883629006943,1333.3333333333333
926871,40-64,female,majority,10-19y,university,low,0.4055109351639861,False,before 2015,True,True,32765,8000.0,sedan,3,0,0,False,84.33261677878832,666.6666666666666
738180,16-25,female,majority,0-9y,high school,medium,0.7418778535045897,True,before 2015,False,False,32765,11000.0,sedan,0,0,0,False,48.50946599795402,916.6666666666666
201203,40-64,female,majority,20-29y,university,medium,0.628190237209943,False,after 2015,False,False,32765,,sedan,0,0,0,False,33.362839583686565,
987920,40-64,male,majority,0-9y,university,high,0.7754187772381345,True,after 2015,False,True,10238,12000.0,sedan,0,0,0,False,79.155820259137,1000.0
795672,26-39,male,majority,10-19y,none,very low,0.3364170108636516,True,before 2015,False,False,32765,16000.0,sedan,1,0,1,True,45.12941130292549,1333.3333333333333
116168,26-39,male,minority,0-9y,university,medium,0.5173957929663525,True,after 2015,False,False,32765,10000.0,sedan,0,0,0,False,18.34421964034345,833.3333333333334
878870,26-39,female,majority,10-19y,high school,very low,0.160705687872896,True,before 2015,False,False,10238,15000.0,sedan,1,0,0,True,85.49740195614743,1250.0
287238,65+,female,majority,30y+,high school,high,0.6795259372735327,True,before 2015,True,True,10238,10000.0,sedan,2,1,0,False,88.25598767723473,833.3333333333334
668517,40-64,female,majority,20-29y,high school,high,0.6127386693205992,True,before 2015,True,True,10238,12000.0,sedan,1,0,0,False,46.63097561401701,1000.0
210290,65+,female,majority,30y+,university,high,0.6120679452933288,True,before 2015,False,True,10238,9000.0,sedan,4,0,2,False,7.569972730978747,750.0
723965,26-39,male,majority,10-19y,high school,low,0.552069269258652,True,before 2015,False,True,10238,15000.0,sedan,0,0,0,False,38.782608991693124,1250.0
684156,26-39,male,minority,10-19y,none,very low,0.3375905137780909,False,before 2015,True,True,32765,12000.0,sedan,4,0,0,True,80.35376594626034,1000.0
112524,26-39,male,majority,10-19y,university,high,0.6527432465482012,True,before 2015,False,True,10238,11000.0,sedan,1,0,2,False,90.17740285462287,916.6666666666666
767456,26-39,female,majority,0-9y,none,very low,0.4415319215110355,False,before 2015,False,True,10238,11000.0,sedan,0,0,0,False,20.347274249759582,916.6666666666666
843251,16-25,male,minority,0-9y,high school,low,,False,before 2015,True,True,10238,10000.0,sedan,0,0,0,True,6.697361202527152,833.3333333333334
